Stalk,Test_11,Test_12,Test_13,Test_14,Test_15,Test_16,Test_17,Test_18,Test_19,Test_20,Mean,Median,Std_Dev
S01,10.071137722612528,9.697313569492685,7.909975193906475,8.342490584209264,8.585045554674357,10.659108582294248,7.761421413412125,8.672472018493428,10.555547029713312,11.109040186330446,9.336355185513884,9.184892793993058,1.227312505667135
S02,17.37336904122799,19.121721100130383,17.95989633407074,17.774374149920636,19.415294818875925,17.366548120109286,16.809942462964553,17.82468516652067,20.394136728552876,18.267287792841262,18.230725571521432,17.892290750295707,1.0967489026740214
S03,20.12660114979212,19.34326188389366,20.270274665956446,20.729303533768924,21.02420774118436,19.658670294026034,20.444349947070513,20.747121617022355,21.704043201713166,23.510522664011337,20.755835669843893,20.586826740419717,1.1779486361573983
S04,13.657962845278405,16.179727416924987,14.203481178113003,17.453067957246052,15.855034444172103,14.211368217498844,16.068902989619286,18.48933676915608,17.773602746346885,16.700553308920632,16.05930378732763,16.124315203272136,1.628883817930273
S05,12.189548934675969,14.743752040864281,15.502495960434118,11.778613218978776,13.843755049889197,13.677612805439374,14.997518545788706,13.366702829045053,16.889940661564577,15.140007630671304,14.212994767735134,14.293753545376738,1.5543885814168146
S06,18.198107280057364,14.915326299324192,21.802878702743815,17.740929084232025,20.01734247201341,19.463608701952126,21.515808881895577,19.506347827803044,20.891329894931626,19.48652969996911,19.35382088449223,19.496438763886076,2.032145245594647
S07,25.051191044608895,27.429192309102337,27.034943394005712,26.525744835040754,25.380530821206204,29.245424929148353,27.832178250268893,26.747654555192373,28.01506966257261,30.136499688990046,27.339842949013615,27.232067851554024,1.5755802529469445
S08,6.668896352195305,10.055901459284824,12.211972195036195,7.392818542969903,9.850269734791866,13.730091826265122,10.790362425393921,7.332739958569984,11.554988228202127,11.435806393894815,10.102384711660406,10.423131942339372,2.3295027557784445
S09,21.593066485607917,21.15943733563753,22.214947240648304,20.162346135631644,22.608970192310377,29.26405877199289,25.08865615584324,26.244846088312514,26.12963412184801,22.96205648754844,23.742801901538083,22.78551333992941,2.8401304783298524
S10,6.711300631823119,4.364267441058426,,,2.541911871240813,5.242614107887925,3.3968952111552935,3.539693771358905,,2.9534896381861606,4.107167524672948,3.539693771358905,1.4574155033549125
S11,19.405343915712006,20.765381273535485,20.43809476307106,20.98301949420493,19.81356010073809,25.63962627175742,23.10822529057988,25.567633442880453,22.74910352018055,22.29446871027565,22.076445678293553,21.638744102240288,2.218691303708228
S12,26.98865222149564,33.18875104525526,32.58071646385883,30.9593076582056,35.61872066013146,33.77122381531779,33.69693628147307,33.31970990630557,43.78758968585468,42.55864708837909,34.6470254826277,33.50832309388932,5.046070722726016
S13,,,4.64850018043358,,4.19099435066272,7.8363515999133115,5.727139935509506,3.4558161608242863,9.279523949459714,7.56236108122884,6.100098179718851,5.727139935509506,2.16582072151953
S14,24.017486050450415,23.154967087217326,22.399464593252077,23.953370455229862,24.791737725457818,21.7444301177598,22.91979943979189,22.14841490093312,28.729598277627446,21.7434428355992,23.560271148331896,23.03738326350461,2.084744975379742
S15,31.864432018892966,35.58891855219437,30.733832637400155,35.151746621487426,32.87020407223838,38.358609217284624,35.757811405924876,37.312453524135655,31.124912802409398,34.40478117798105,34.31677020299488,34.77826389973424,2.6000509675462466
S16,20.376220694805216,18.61359507315424,15.433175010194086,13.006289704857366,13.230996706655647,17.66985293726128,19.134984445369252,19.54954878785301,13.851133474696589,18.13917884325713,16.90049756781038,17.904515890259205,2.7735605994169164
S17,14.168637920334312,18.087536736195712,22.622297358083426,19.04266267895535,17.201090106995178,15.287010048750338,22.240085234429163,21.46690409652921,14.93621566632378,20.625883422859346,18.567832326945584,18.56509970757553,3.13038509124279
