Time,Force,Position,Sensor
13.949804,3.6130384673475646,0.1510707662131091,f
13.954168,3.638847839466217,0.1505061328865295,f
13.958516,3.656002543955641,0.1500328675620269,f
13.962872,3.669426311206518,0.1495017156777191,f
13.967228,3.674976856620964,0.1490483843361172,f
13.971592,3.678320180443469,0.1485449747336674,f
13.97594,3.676857301692247,0.1481255040089138,f
13.980288000000002,3.676293396550775,0.1476462959497068,f
13.984652,3.675866607195751,0.1471052229262672,f
13.989012,3.6721769188830966,0.1466423930682583,f
13.993372,3.6676470208691696,0.1462113097317033,f
13.997732,3.6639965084955,0.1457326294639082,f
14.002104,3.659466610481573,0.1453037627321048,f
14.006464,3.6531779411871295,0.1449729466225864,f
14.01082,3.652614036045658,0.1445082232179488,f
14.015168,3.658634692727924,0.1438703565176385,f
14.019528,3.667097626636039,0.1431788117195483,f
14.023879999999998,3.677182216038223,0.142460402309753,f
14.028236,3.688888460934476,0.1417159008662641,f
14.032592,3.69807407672691,0.1410661283590668,f
14.03694,3.712065895093072,0.1403490404681473,f
14.041292,3.727640193014318,0.1396270964657472,f
14.045644,3.741514483563524,0.1389596413034242,f
14.050004,3.753688766740692,0.1383613852502056,f
14.054356,3.767484705411929,0.137730136031503,f
14.058708,3.7787991909183303,0.1371683060227399,f
14.063071999999998,3.790054912516255,0.1366321253401416,f
14.067428,3.8013693980226577,0.1360746113969418,f
14.071784,3.8085415989311713,0.1356335636836148,f
14.076148,3.816593185479943,0.1351424781018781,f
14.080504,3.8222220827723583,0.1346882771101005,f
14.08486,3.823787047344855,0.1343135187431132,f
14.089212,3.8255087156732928,0.1338645300373585,f
14.093571999999998,3.8274066757271625,0.1333292906699938,f
14.097928,3.8219386281645,0.1329608069641817,f
14.10228,3.8141066552539575,0.1326030032375026,f
14.10662,3.80557158842859,0.1322074017269818,f
14.110972,3.7930117648222894,0.1318640139407656,f
14.115332,3.7772673941363286,0.1315445336324571,f
14.11968,3.759960131864777,0.1312220362212551,f
14.124032,3.739487910483058,0.1309142038604565,f
14.128396,3.7157332021742167,0.1306757705938205,f
14.132752,3.697781609896317,0.1302835940255171,f
14.137104,3.6822331189052817,0.1298661901395428,f
14.141452,3.668247519499838,0.1294505896690433,f
14.145808,3.659068122668122,0.128985470815868,f
14.150168,3.655613489989379,0.1284126182865568,f
14.154516,3.650262970243672,0.1279911068850876,f
14.158864,3.6488588554009262,0.1275552629808782,f
14.16322,3.652202179223433,0.1271018626469258,f
14.16758,3.661953773144244,0.1265869289590516,f
14.17194,3.67811363716336,0.1260127178510032,f
14.176296,3.6989425879697566,0.1254671977127233,f
14.180656,3.7219591723986,0.12499752675813,f
14.185008,3.751344850986763,0.1244883533059881,f
14.189356,3.779576912361772,0.1241452480628796,f
14.193704,3.81001619532872,0.1238732658210348,f
