Stalk,Test_31,Test_32,Test_33,Test_34,Test_35,Test_36,Test_37,Test_38,Test_39,Test_40,Mean,Median,Std_Dev
S01,75.29710820916577,52.16702319019365,68.85228311081552,75.84823158271327,77.09585846959921,63.63712640368249,38.829321578743254,44.03207676206279,61.18109734694294,39.76679737433779,59.67069240282567,62.40911187531272,15.067436237630606
S02,29.776930626744345,38.803426976727046,22.024191682785958,23.4459333259118,21.072460171851397,32.589696594732395,23.322202846700048,14.79584281074139,34.43700775025397,20.33261534331002,26.06003081297584,23.384068086305923,7.484784960784392
S03,38.38388023720285,34.54109943477122,33.52770458112122,29.405836978454516,33.158673992581676,38.32532508415786,43.175461970799,42.65514166887559,39.546687217708005,34.374239831500105,36.70940509971721,36.43321225946454,4.432888100234388
S04,36.49160535548818,33.58957050540878,35.10366171262345,33.33797574672696,39.534164905627634,39.1727927640891,39.14886891325291,33.35035684771476,33.39117225530753,34.74750963877063,35.78676786450099,34.925585675697036,2.6109724937070813
S05,40.20076542977288,41.02037734883965,40.55530686790967,41.948125457851,42.68414157315491,43.67756150804905,41.08039818772571,42.62637696859439,39.09623226586186,43.73527948977366,41.662456509753284,41.514261822788356,1.5315467337920108
S06,24.752101657855572,20.024392011764498,20.640595147746144,22.24006373780024,24.631864408377513,22.85188694131367,17.450668048203436,15.504190022302476,22.762447948380522,20.41747842802102,21.127568835176508,21.44032944277319,2.970249385974966
S07,17.237402342988727,13.274096514953747,15.390216796200903,15.78948806092013,16.67723174177334,17.377397324769905,16.32089207183259,23.410539111140196,16.259201611463663,14.211841419992796,16.594830699603598,16.290046841648127,2.717827033024193
S08,24.735938496235818,15.868290431277982,14.190988088472828,15.351008938539765,13.52907913635512,15.104795028634776,22.70697191104978,17.621020673243446,17.052066476653362,16.096493354728256,17.225665253519114,15.982391893003118,3.6611975288940655
S09,32.71458649218288,27.03020067410134,31.558629086295458,31.637914370673062,31.985838892458972,34.70279902982563,29.040767335225933,36.508548725474476,28.551741562240085,31.98053235728295,31.571155852576076,31.809223363978006,2.827968222410587
S10,37.422091102680106,35.405954842066414,29.621715980336788,35.42358256029636,39.307124878576374,39.18310455514095,34.25902301584843,42.832911077996506,38.075035016790224,36.73592569375831,36.826646872349045,37.07900839821921,3.5307035420543667
S11,30.862869528758797,31.674358512963156,33.35998350175397,32.602355880740554,31.16986994927574,32.904247067954294,31.967120642865236,36.62626195029115,38.07481152828,34.68389155404271,33.39257701169256,32.753301474347424,2.3859672347500402
S12,16.19949551079878,13.533450359117067,17.617192130977067,22.775037387542707,11.263987334253827,17.197316741397483,17.116963522790936,16.47474110681711,12.729181744906834,15.013982595914506,15.992134843451634,16.337118308807945,3.191069854245777
S13,21.031976562074693,21.875812903841823,21.490027471462067,19.088244643897518,21.28223981232561,22.241224097589143,21.912089706186546,21.30002227721986,19.785689380044225,19.549356231179534,20.955668308582098,21.291131044772733,1.093642660287401
