Time,Force,Position
9.30426,0.05038698639497344,0.0
9.308844,0.0525946924479792,0.0
9.313432000000002,0.05570183294863281,0.0
9.318016,0.05995277732522561,0.0
9.322608,0.06649132945369679,0.0
9.3272,0.06918777436328523,0.0
9.331788,0.07560414177761074,0.0
9.336396,0.0800994555824949,0.0
9.340984,0.08357315022558552,0.0
9.345592,0.0867160509764836,0.0
9.350184000000002,0.08703846367029246,0.0
9.354772,0.08417383416457508,0.0
9.359368,0.07795769472991276,0.0
9.363952,0.07264098974289829,0.0
9.368548,0.06642485030823596,0.0
9.373136000000002,0.061763210340577995,0.0
9.377732000000002,0.05697938565877436,0.0
9.382312,0.05321718013876425,0.0
9.386912000000002,0.04949725763402717,0.0
9.3915,0.045899519843435765,0.0
9.3961,0.047942758167022814,0.0
9.400684000000002,0.04998599649060985,0.0
9.40528,0.049086562042962,0.0
9.409876,0.04692113900522928,0.0
9.414468,0.041446489053824656,0.0
9.419068,0.039813946321302786,0.0
9.423660000000002,0.03339757890697727,0.0
9.42824,0.028902265102093122,0.0
9.432824,0.0254285704590025,0.0
9.437412000000002,0.022077060530057556,0.0
9.442008,0.020646604210553976,0.0
9.446596,0.019338332605196074,0.0
9.451192,0.019338332605196074,0.0
9.455776,0.019338332605196074,0.0
9.46036,0.019338332605196074,0.0
9.464956,0.019338332605196074,0.0
9.469544,0.019338332605196074,0.0
9.474132,0.019338332605196074,0.0
9.478728,0.019051680161631696,0.0
9.483316000000002,0.016721789394480265,0.0
9.487908,0.010671976122591763,0.0
9.4925,0.00642103174599896,0.0
9.497088000000002,0.004213325692993205,0.0
9.50168,0.0021278043541331213,0.0
9.506276,0.0010639021770665607,0.0
9.510868000000002,0.0,0.0
9.515448,0.0,0.0
9.520044000000002,0.0,0.0
9.524624,0.0,0.0
9.529224,0.0,0.0
9.533820000000002,0.0014170337660917773,0.0
9.538412,0.014747422594746378,0.0
9.543008,0.04477684960112256,0.0
9.5476,0.08892919615642245,0.0103574448290677
9.552196000000002,0.15116875419367445,0.019612707556519827
9.556792000000002,0.22507729786519792,0.028833248123992093
9.56138,0.30910032770398854,0.03810445374575504
9.565972000000002,0.40119460538645924,0.04761424001394071
9.570548000000002,0.5053685642942666,0.05712321145786636
9.575136,0.6257086810745844,0.0663205550757429
9.579724000000002,0.7622149557274132,0.07528008175496276
9.584316,0.9112896504621615,0.08420596058196939
9.588908,1.075875438050064,0.09296180440759959
9.593496000000002,1.2567495682246226,0.10156176197073168
9.598092,1.4510915529287485,0.11013046464328569
9.60268,1.6576354035723568,0.11874001253588558
9.607272000000002,1.881244846536125,0.12722189568760045
9.61186,2.1221642512483423,0.13557078537677805
9.616448000000002,2.3757301193079963,0.1438622968119927
9.621044,2.6398109294942445,0.15205391871215507
9.625632,2.9090592579248566,0.1601432859675145
9.63022,3.169825642920724,0.16811560163951092
9.634816,3.41139491437559,0.1760698243559008
9.639416,3.634177767880518,0.17371661025453947
9.64402,3.8362531498260677,0.17245779780364318
9.648596,4.029558077459953,0.17110249892987436
9.653200000000002,4.211438388887859,0.16969198320324708
9.657788,4.3840595071475175,0.1680278647689113
9.662388,4.54570060660915,0.16627116576580409
9.666976000000002,4.690354157016142,0.1647795031694542
9.671576000000002,4.813645170844398,0.16355929452017964
9.676168,4.921747504513309,0.16236203825135737
9.680752000000002,5.009797431642199,0.16137262905709246
9.685332,5.078161506373505,0.16053669590527767
9.689924,5.132480704821404,0.15966029879436802
9.694512,5.176186438613714,0.1586007344081896
9.6991,5.199551254989081,0.15765240220355375
9.703676000000002,5.201064795929132,0.15687281272289416
9.708264,5.189110482339617,0.15609887912363474
9.71284,5.165331096584794,0.15541790283538728
9.717436,5.133534844066656,0.1548435458982858
9.72202,5.095853246006048,0.15442163737688835
9.7266,5.060914092737012,0.15399481528334882
9.731192,5.030105557563776,0.1535029677163862
9.735780000000002,5.000118413572672,0.15305815422789232
9.740364,4.967354922973106,0.1527329370054938
9.744964,4.939743669631136,0.15231181480389772
9.749552,4.919205707156204,0.151749938807553
9.754152,4.894869778911016,0.15133604062394101
9.758736,4.87237686100975,0.15093929457572464
9.763332000000002,4.855613202119921,0.15052398120014757
9.767936,4.842124868326873,0.15012330157782272
9.772536000000002,4.834610162973553,0.14968162408530222
9.777128,4.831680912755727,0.1492610862565851
9.781716,4.83051662961631,0.14893081692465923
9.78632,4.8271530216222684,0.14879753741784135
9.790908000000002,4.833116410430255,0.1485771894109694
9.795508000000002,4.84889553489685,0.1482288176950172
9.800096,4.870159548946588,0.14789439693711026
9.804696,4.897519376150196,0.14752046716488892
9.80928,4.92929833232653,0.14712855416217854
9.813872,4.9674174710850245,0.14667248973548355
9.818464000000002,5.0073796201874465,0.14624183165345758
9.823060000000002,5.054459201605534,0.14575392038042875
9.827648,5.1110660078053085,0.14512546781624394
9.832244,5.17196975826366,0.14449762648260686
9.836836000000002,5.232673280742349,0.1439642695808374
9.841428,5.292932205813083,0.14355426223081164
9.846016000000002,5.361452367075423,0.14304988202530833
9.850604,5.431571169253397,0.14259132783926587
9.855192,5.5047989703653775,0.142112769356816
9.859776,5.582934639306663,0.14159243405693028
9.864372,5.665078741629603,0.14104675945092485
9.868952,5.750043332009633,0.14045462813959758
9.873548,5.835785172123167,0.13985596412660983
9.878124,5.925124750027293,0.13919498652638396
9.882712,6.009478416836595,0.13866097476547953
9.887308,6.090400672018081,0.13823863370520115
9.891892000000002,6.167192309103763,0.13786564714244862
9.896488000000002,6.243451065884234,0.13749672642501096
9.90108,6.318932572931202,0.13713772254371237
9.90568,6.393103949939459,0.13678122782751878
9.91028,6.468907869680236,0.136370597745903
9.914868000000002,6.539803921591708,0.13601784951015417
9.919472,6.600928379293199,0.13580307588146628
9.924052,6.655957023840818,0.13561395161184833
9.928652,6.707465973863364,0.13542332113241376
9.93324,6.749159188227301,0.13531363007918337
9.93784,6.786922012475099,0.13518712824030324
9.942420000000002,6.819977196873256,0.13503998322128333
9.947016,6.850001425602922,0.13485995944399784
9.9516,6.875318014482946,0.1346650590764731
9.956196000000002,6.893228660170386,0.13448629307477547
9.960788,6.904021873542161,0.13434896502902732
9.96538,6.910884696797796,0.1341870520621882
9.96998,6.916515433280235,0.13396835823952258
9.974572000000002,6.920014648541832,0.1337022918665701
9.97916,6.92150452729673,0.1333819715817889
9.983756,6.922295199583646,0.13301517649666533
9.988332,6.916867874002541,0.1326771383352319
9.992912,6.909309027200594,0.132292419212081
9.997496000000002,6.897086681997633,0.13192753731711743
10.002092,6.881877522574811,0.13156851257062832
10.00668,6.866091341398148,0.1311554318391246
10.011268,6.852304257096445,0.13066285774325473
10.015856,6.841826399708414,0.13010035894651853
10.020448000000002,6.831304400871755,0.1294952270726646
10.025036,6.826912117005857,0.12877965417480647
10.029644,6.814713433988048,0.12818159010932373
10.034232,6.805335239027328,0.12754235309002346
10.038824000000002,6.794158175171312,0.12692269373857415
10.04342,6.780693503563419,0.1263525860298461
10.048008,6.770826569746116,0.12573967847103532
10.052600000000002,6.76492392786184,0.1250603488244922
10.057192,6.7609423395870065,0.12435046412270595
10.061788,6.749276536874407,0.12374870831783377
