Time,Force,Position,Sensor
13.4792,0.03785540529146115,0.0,f
13.483544000000002,0.031910296168819935,0.0,f
13.487900000000003,0.025965187046178714,0.0,f
13.492255999999998,0.01837883445997622,0.0,f
13.496616000000005,0.013273935038608183,0.0,f
13.500964000000003,0.00979069111130889,0.0,f
13.505319999999998,0.006268271245024523,0.0,f
13.509676,0.003586061080013333,0.0,f
13.514035999999995,0.00012240512220657783,0.0,f
13.518383999999998,0.00012240512220657783,0.0,f
13.522748,0.0,0.0,f
13.527104,0.0,0.0,f
13.531456,0.0,0.0,f
13.535812,0.0,0.0,f
13.540164000000004,0.0,0.0,f
13.544516000000002,0.0,0.0,f
13.548876,0.0,0.0,f
13.553228000000004,0.0,0.0,f
13.557596000000004,0.0,0.0,f
13.56196,0.0,0.0,f
13.566312000000003,0.0,0.0,f
13.570676,0.0,0.0,f
13.575035999999995,0.0,0.0,f
13.5794,0.0,0.0,f
13.583748000000009,0.0,0.0,f
13.588096,0.0,0.0,f
13.592452000000002,0.0,0.0,f
13.596808000000005,0.0,0.0,f
13.60116,0.0,0.0,f
13.605516,0.0,0.0,f
13.609879999999997,0.001959528280693236,0.0,f
13.614231999999994,0.0019595282806932355,0.0,f
13.618587999999995,0.002199461219855039,0.0,f
13.62296,0.0032600158907974837,0.0,f
13.627311999999996,0.0032600158907974837,0.0,f
13.631664000000008,0.0032600158907974837,0.0,f
13.636024,0.00348036086046675,0.0,f
13.640387999999994,0.003720293799628553,0.0,f
13.644740000000006,0.0037202937996285534,0.0,f
13.649088,0.003960226738790356,0.0,f
13.653444,0.00918265397711362,0.0,f
13.657807999999996,0.01442466918492942,0.0,f
13.662160000000007,0.02048730612452586,0.0,f
13.666512000000004,0.027370564795902937,0.0,f
13.670864000000002,0.03339402579651431,0.0,f
13.675208000000003,0.03777624333356439,0.0,f
13.679564000000006,0.04129866319984876,0.0,f
13.683916000000004,0.042320041931806135,0.0,f
13.688272000000005,0.04500225209681732,0.0,f
13.692631999999996,0.04934529369488233,0.0,f
13.696984000000008,0.050067975579200286,0.0,f
13.701339999999997,0.05278936168319655,0.0,f
13.705692000000006,0.056833706433622136,0.0,f
13.710044000000003,0.06238217886116124,0.0,f
13.714396,0.0762396857592208,0.0,f
13.718747999999998,0.09404359756024325,0.0,f
13.723108000000003,0.11557356929455938,0.0,f
13.727452000000008,0.14017056029158012,0.0,f
13.731804000000004,0.16977451086250622,0.004960552503398382,f
13.736156,0.20224472369596025,0.010130369267480009,f
13.740516000000008,0.2303375962976154,0.0157897286331233,f
13.744868000000004,0.26069645439968714,0.02165478399896517,f
13.749215999999995,0.2950408933437069,0.027354008549808462,f
13.753571999999998,0.33086987199534756,0.03318281091929818,f
13.757928,0.37150505322071686,0.039004341687146386,f
13.762279999999995,0.41520725370879086,0.04509900181880768,f
13.766631999999994,0.4653569002341547,0.05105578861974587,f
13.770984000000006,0.5227158506201115,0.05703604268958937,f
13.775340000000009,0.5798201574026653,0.06326066207952949,f
13.779692000000004,0.6349894011792698,0.06988698095369573,f
13.784044000000002,0.695687529413921,0.07656655244737422,f
13.788396,0.760155770826102,0.08336993242296711,f
13.792752,0.8245260723908203,0.09029414258419961,f
13.797092,0.8855551231199388,0.09752733958749489,f
13.801443999999996,0.935056293665143,0.10531683331932465,f
13.805804000000002,0.9812749772832245,0.11325485689844314,f
13.810156,1.0234101402118954,0.12138365875774432,f
13.814507999999996,1.0631617898231949,0.12960217067690522,f
13.818863999999998,1.0988299187450832,0.1329746936530163,f
13.82322,1.1320557704411225,0.13627669862205705,f
13.827580000000005,1.164500176344366,0.13932888744193409,f
